LEADID,StateFIPS,n_school_districts,n_counties,n_tracts,n_blocks,n_ISPs,zoom_5_5_coverage_pct,fcc_25_3_coverage_pct,other_100_20_coverage_pct,max_MaxAdDown,median_MaxAdDown,mean_MaxAdDown,min_MaxAdDown,std_MaxAdDown,max_MaxAdUp,median_MaxAdUp,mean_MaxAdUp,min_MaxAdUp,std_MaxAdUp,n_LEADIDs
0100390,01,1,2,118,830,23,0.8895822568464565,0.6839898247148137,0.4117810723796653,1000.0,25.0,382.31043459596964,0.0,469.4220235725727,1000.0,4.0,103.07241945228348,0.0,283.5212089490198,1
0100420,01,1,1,16,379,11,0.9682086426803731,0.7690843327622311,0.27984009137635635,1000.0,25.0,220.54460384542168,0.0,366.6203935897834,1000.0,5.0,89.17506948410433,0.0,268.6407322579048,1
0100450,01,1,1,4,181,10,0.7693548387096775,0.44516129032258067,0.4032258064516129,1000.0,18.0,408.58085161290325,0.0,486.5726692399932,50.0,1.5,20.80882258064516,0.0,24.023903444788704,1
0100480,01,1,1,4,224,9,0.9802414928649835,0.5916575192096597,0.059275521405049394,1000.0,25.0,65.46461909989023,0.0,181.23444940165103,1000.0,4.0,47.27967069154775,0.0,182.29023128398993,1
0100510,01,1,1,9,482,12,0.8813953488372093,0.2717607973421927,0.16578073089700995,1000.0,20.0,165.43617541528238,0.0,340.93571289032195,500.0,1.0,13.088118272425248,0.0,59.831584967452386,1
0100540,01,1,1,34,368,13,0.9348370927318296,0.706117144713636,0.3720412141464773,1000.0,25.0,351.305313283208,0.0,459.56987295600214,1000.0,4.0,56.7786959992574,0.0,193.17894810041423,1
0100600,01,1,1,9,466,12,0.8732176069435834,0.7951022938623683,0.5381277123372598,2000.0,1000.0,545.7540297582145,0.0,491.85513641347103,1000.0,35.0,25.599079355238686,0.0,51.23703607064025,1
0100630,01,1,1,8,381,11,0.9721845318860244,0.7265943012211669,0.2503392130257802,1200.0,25.0,115.74072048846675,0.0,267.1324816799533,1000.0,5.0,11.983636363636364,0.0,46.763915657807736,1
0100660,01,1,1,12,336,14,0.9392726059392726,0.6639973306639974,0.23189856523189856,1000.0,25.0,158.28016149482815,0.0,326.3982840989032,1000.0,3.0,125.17713313313314,0.0,324.48232825443745,1
0100690,01,1,1,4,354,15,0.8758526603001364,0.5954979536152797,0.24488403819918145,2000.0,25.0,41.575034106412005,0.0,76.31141624946319,1000.0,5.0,18.200480218281037,0.0,55.67384950641322,1
0100720,01,1,1,8,313,15,0.8916284403669725,0.4959862385321101,0.2345183486238532,1000.0,18.0,193.39874541284405,0.0,372.8351228364427,1000.0,3.0,24.930309633027523,0.0,110.03572857003037,1
0100750,01,1,1,4,461,7,0.8134196586227193,0.5544437904649794,0.1347851677457328,2000.0,25.0,153.2378575632725,0.0,338.2467155476266,1000.0,3.0,7.687515008828723,0.0,35.886540920081735,1
